ward,source,date_diff,case_status,
8,Constituent Call,98152000.0,Closed,
22,City Worker App,3000.0,Closed,
17,City Worker App,31759000.0,Closed,
1,Constituent Call,94664000.0,Closed,
9,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
5,Citizens Connect App,145363000.0,Closed,
1,City Worker App,3000.0,Closed,
14,City Worker App,872000.0,Closed,
5,Citizens Connect App,1072000.0,Closed,
21,Constituent Call,7398000.0,Closed,
16,City Worker App,1000.0,Closed,
14,City Worker App,680519000.0,Closed,
3,City Worker App,81038000.0,Closed,
21,Citizens Connect App,154311000.0,Closed,
16,City Worker App,1000.0,Closed,
2,Constituent Call,53000.0,Closed,
3,City Worker App,576331000.0,Closed,
18,City Worker App,2000.0,Closed,
15,Employee Generated,2000.0,Closed,
15,Employee Generated,1000.0,Closed,
3,City Worker App,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
5,Constituent Call,155193000.0,Closed,
22,City Worker App,8000.0,Closed,
1,Employee Generated,1000.0,Closed,
21,City Worker App,2000.0,Closed,
8,Citizens Connect App,336377000.0,Closed,
9,Citizens Connect App,94498000.0,Closed,
10,Employee Generated,1000.0,Closed,
3,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
17,Self Service,59923000.0,Closed,
18,City Worker App,20533000.0,Closed,
10,City Worker App,431000.0,Closed,
18,City Worker App,1000.0,Closed,
2,Citizens Connect App,74166000.0,Closed,
18,City Worker App,10083000.0,Closed,
20,Employee Generated,1000.0,Closed,
9,City Worker App,248330000.0,Closed,
21,Self Service,334084000.0,Closed,
20,Employee Generated,1000.0,Closed,
16,City Worker App,518036000.0,Closed,
21,Citizens Connect App,1297664000.0,Closed,
18,City Worker App,3083000.0,Closed,
9,Employee Generated,1000.0,Closed,
13,City Worker App,2000.0,Closed,
1,Constituent Call,62057000.0,Closed,
15,Employee Generated,1000.0,Closed,
20,Employee Generated,2000.0,Closed,
20,Employee Generated,1000.0,Closed,
10,Citizens Connect App,582701000.0,Closed,
18,City Worker App,78211000.0,Closed,
1,City Worker App,171079000.0,Closed,
3,City Worker App,2511000.0,Closed,
21,Citizens Connect App,7023229000.0,Closed,
22,City Worker App,2000.0,Closed,
14,Employee Generated,1000.0,Closed,
19,Employee Generated,4000.0,Closed,
18,City Worker App,81114000.0,Closed,
7,City Worker App,76807000.0,Closed,
21,City Worker App,2000.0,Closed,
18,Employee Generated,1000.0,Closed,
16,Employee Generated,1000.0,Closed,
20,Citizens Connect App,8093000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,City Worker App,4597000.0,Closed,
20,Constituent Call,3795000.0,Closed,
1,Employee Generated,1000.0,Closed,
3,City Worker App,1000.0,Closed,
17,City Worker App,11000.0,Closed,
5,City Worker App,94767000.0,Closed,
20,City Worker App,86994000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
21,Self Service,2658659000.0,Closed,
18,Employee Generated,1000.0,Closed,
8,City Worker App,101767000.0,Closed,
1,Employee Generated,1000.0,Closed,
15,City Worker App,245164000.0,Closed,
3,City Worker App,107834000.0,Closed,
3,City Worker App,6825000.0,Closed,
11,Employee Generated,1000.0,Closed,
19,Citizens Connect App,1657317000.0,Closed,
22,City Worker App,5000.0,Closed,
20,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
20,City Worker App,73737000.0,Closed,
3,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
10,Employee Generated,1000.0,Closed,
3,Citizens Connect App,39708000.0,Closed,
18,Employee Generated,2000.0,Closed,
7,Citizens Connect App,257250000.0,Closed,
4,Self Service,417519000.0,Closed,
11,Employee Generated,1000.0,Closed,
11,City Worker App,3259000.0,Closed,
20,City Worker App,8000.0,Closed,
4,Citizens Connect App,266495000.0,Closed,
5,Citizens Connect App,243970000.0,Closed,
22,City Worker App,89495000.0,Closed,
14,Self Service,336843000.0,Closed,
5,Constituent Call,224056000.0,Closed,
14,Employee Generated,1000.0,Closed,
19,Employee Generated,2000.0,Closed,
16,City Worker App,86651000.0,Closed,
11,Employee Generated,1000.0,Closed,
4,City Worker App,2000.0,Closed,
18,City Worker App,1000.0,Closed,
20,City Worker App,5725000.0,Closed,
10,Constituent Call,4766000.0,Closed,
8,Citizens Connect App,83269000.0,Closed,
18,City Worker App,1000.0,Closed,
21,City Worker App,9175000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
8,Constituent Call,331308000.0,Closed,
1,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
21,City Worker App,17200000.0,Closed,
1,Employee Generated,1000.0,Closed,
5,Citizens Connect App,78618185000.0,Closed,
20,Employee Generated,1000.0,Closed,
12,Employee Generated,1000.0,Closed,
3,City Worker App,11000.0,Closed,
15,Constituent Call,326758000.0,Closed,
18,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
18,City Worker App,96913000.0,Closed,
21,City Worker App,183000.0,Closed,
1,Constituent Call,333762000.0,Closed,
5,Citizens Connect App,251519000.0,Closed,
3,Employee Generated,8000.0,Closed,
5,City Worker App,11000.0,Closed,
13,Employee Generated,1000.0,Closed,
19,City Worker App,13230000.0,Closed,
18,City Worker App,17373000.0,Closed,
22,Citizens Connect App,2828416000.0,Closed,
1,Employee Generated,1000.0,Closed,
4,Citizens Connect App,86698000.0,Closed,
12,Constituent Call,9465000.0,Closed,
1,Employee Generated,1000.0,Closed,
21,City Worker App,2000.0,Closed,
19,Employee Generated,1000.0,Closed,
19,Employee Generated,2000.0,Closed,
17,City Worker App,167000.0,Closed,
8,Employee Generated,1000.0,Closed,
19,City Worker App,46000.0,Closed,
6,Employee Generated,1000.0,Closed,
21,Citizens Connect App,9473000.0,Closed,
17,Employee Generated,1000.0,Closed,
3,Constituent Call,269899000.0,Closed,
20,City Worker App,91207000.0,Closed,
3,Constituent Call,304488000.0,Closed,
8,Employee Generated,1000.0,Closed,
11,City Worker App,4165000.0,Closed,
4,City Worker App,510353000.0,Closed,
18,City Worker App,93168000.0,Closed,
14,City Worker App,8729000.0,Closed,
1,Employee Generated,1000.0,Closed,
5,Citizens Connect App,343212000.0,Closed,
22,City Worker App,204000.0,Closed,
9,City Worker App,10000.0,Closed,
10,Constituent Call,71144000.0,Closed,
8,City Worker App,16095000.0,Closed,
2,City Worker App,36535000.0,Closed,
20,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
20,Employee Generated,2000.0,Closed,
5,Constituent Call,337306000.0,Closed,
5,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
3,Self Service,278073000.0,Closed,
1,Citizens Connect App,182276000.0,Closed,
11,Employee Generated,1000.0,Closed,
4,Constituent Call,148640000.0,Closed,
3,City Worker App,46490000.0,Closed,
20,City Worker App,87287000.0,Closed,
11,City Worker App,253509000.0,Closed,
15,Constituent Call,1121812000.0,Closed,
3,Citizens Connect App,149018000.0,Closed,
20,City Worker App,9646000.0,Closed,
12,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
9,City Worker App,78111000.0,Closed,
6,Citizens Connect App,161113000.0,Closed,
20,Employee Generated,1000.0,Closed,
18,City Worker App,2000.0,Closed,
1,Employee Generated,1000.0,Closed,
20,City Worker App,15237000.0,Closed,
20,Employee Generated,1000.0,Closed,
22,Citizens Connect App,82182000.0,Closed,
8,Citizens Connect App,76012000.0,Closed,
4,Employee Generated,1000.0,Closed,
7,Citizens Connect App,49024000.0,Closed,
9,City Worker App,7000.0,Closed,
21,Citizens Connect App,453365000.0,Closed,
10,Employee Generated,1000.0,Closed,
22,City Worker App,2000.0,Closed,
19,Employee Generated,1000.0,Closed,
3,Employee Generated,1000.0,Closed,
3,City Worker App,447000.0,Closed,
3,Constituent Call,6143000.0,Closed,
3,Self Service,12366000.0,Closed,
3,Citizens Connect App,76161000.0,Closed,
17,City Worker App,6000.0,Closed,
5,Employee Generated,8233000.0,Closed,
3,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
12,Employee Generated,2000.0,Closed,
3,Citizens Connect App,712180000.0,Closed,
6,Citizens Connect App,2866000.0,Closed,
5,Constituent Call,2152994000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,Employee Generated,3000.0,Closed,
19,City Worker App,16801000.0,Closed,
1,Employee Generated,1000.0,Closed,
7,Employee Generated,1000.0,Closed,
18,City Worker App,3538000.0,Closed,
1,Employee Generated,1000.0,Closed,
6,Citizens Connect App,82547000.0,Closed,
2,City Worker App,350523000.0,Closed,
2,Employee Generated,597179000.0,Closed,
15,Employee Generated,1000.0,Closed,
7,City Worker App,104915000.0,Closed,
18,City Worker App,7429000.0,Closed,
18,City Worker App,5953000.0,Closed,
11,Employee Generated,1000.0,Closed,
20,City Worker App,2000.0,Closed,
1,Employee Generated,2000.0,Closed,
3,City Worker App,416000.0,Closed,
20,Employee Generated,1000.0,Closed,
8,Employee Generated,1000.0,Closed,
4,City Worker App,20791000.0,Closed,
5,Constituent Call,109568000.0,Closed,
8,Citizens Connect App,59982000.0,Closed,
15,Citizens Connect App,177610000.0,Closed,
4,Constituent Call,10467000.0,Closed,
6,City Worker App,192729000.0,Closed,
3,Constituent Call,15225033000.0,Closed,
15,City Worker App,10297000.0,Closed,
19,Employee Generated,1000.0,Closed,
1,City Worker App,2000.0,Closed,
9,City Worker App,5871000.0,Closed,
17,Employee Generated,1000.0,Closed,
20,City Worker App,4057000.0,Closed,
20,Employee Generated,1000.0,Closed,
1,Employee Generated,2000.0,Closed,
16,Employee Generated,1000.0,Closed,
10,City Worker App,19462000.0,Closed,
11,City Worker App,6496000.0,Closed,
6,Citizens Connect App,925712000.0,Closed,
4,Citizens Connect App,167036000.0,Closed,
20,Employee Generated,1000.0,Closed,
8,Citizens Connect App,92491000.0,Closed,
19,Employee Generated,6000.0,Closed,
9,City Worker App,14205000.0,Closed,
5,City Worker App,90746000.0,Closed,
20,Employee Generated,1000.0,Closed,
22,Constituent Call,523712000.0,Closed,
3,Self Service,20302172000.0,Closed,
5,City Worker App,91874000.0,Closed,
14,Citizens Connect App,3962000.0,Closed,
14,City Worker App,153119000.0,Closed,
20,Constituent Call,151580000.0,Closed,
3,Citizens Connect App,106416000.0,Closed,
15,Employee Generated,1000.0,Closed,
8,Employee Generated,1000.0,Closed,
5,Constituent Call,53311000.0,Closed,
1,City Worker App,71013000.0,Closed,
20,Citizens Connect App,62914000.0,Closed,
12,Employee Generated,1000.0,Closed,
19,City Worker App,17686000.0,Closed,
11,Constituent Call,10307000.0,Closed,
2,City Worker App,68873000.0,Closed,
1,Employee Generated,1000.0,Closed,
1,Employee Generated,2000.0,Closed,
18,Constituent Call,1660000.0,Closed,
9,Citizens Connect App,449613000.0,Closed,
11,Employee Generated,1000.0,Closed,
13,Employee Generated,1000.0,Closed,
18,City Worker App,7175000.0,Closed,
18,Self Service,161407000.0,Closed,
19,Employee Generated,1000.0,Closed,
6,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
18,City Worker App,2000.0,Closed,
5,Constituent Call,263814000.0,Closed,
4,Employee Generated,1000.0,Closed,
22,Employee Generated,77138000.0,Closed,
14,City Worker App,108250000.0,Closed,
22,City Worker App,884000.0,Closed,
3,Employee Generated,1000.0,Closed,
3,Constituent Call,2162698000.0,Closed,
4,Citizens Connect App,14023000.0,Closed,
15,Citizens Connect App,12794000.0,Closed,
3,Citizens Connect App,104325000.0,Closed,
20,Citizens Connect App,315511000.0,Closed,
21,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
7,City Worker App,265866000.0,Closed,
20,City Worker App,7038000.0,Closed,
18,City Worker App,80273000.0,Closed,
7,City Worker App,69604000.0,Closed,
5,Citizens Connect App,10501000.0,Closed,
12,City Worker App,311576000.0,Closed,
3,Citizens Connect App,1698000.0,Closed,
20,Employee Generated,2000.0,Closed,
3,Constituent Call,337025000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
2,Constituent Call,9743902000.0,Closed,
3,Constituent Call,10023000.0,Closed,
20,Employee Generated,1000.0,Closed,
3,Employee Generated,1000.0,Closed,
3,Constituent Call,1466429000.0,Closed,
22,Citizens Connect App,8819000.0,Closed,
21,City Worker App,1000.0,Closed,
16,City Worker App,104049000.0,Closed,
14,Employee Generated,2000.0,Closed,
4,Self Service,3442225000.0,Closed,
20,Employee Generated,6000.0,Closed,
19,Employee Generated,1000.0,Closed,
21,Constituent Call,7648000.0,Closed,
15,Employee Generated,71000.0,Closed,
10,Employee Generated,1000.0,Closed,
12,City Worker App,80342000.0,Closed,
2,Citizens Connect App,47326000.0,Closed,
14,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
12,Employee Generated,1000.0,Closed,
3,Constituent Call,692340000.0,Closed,
19,Employee Generated,1000.0,Closed,
3,Employee Generated,1000.0,Closed,
19,Self Service,2804485000.0,Closed,
12,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
20,Constituent Call,6831217000.0,Closed,
20,City Worker App,8135000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
21,City Worker App,157000.0,Closed,
1,Employee Generated,1000.0,Closed,
22,Self Service,70557000.0,Closed,
3,City Worker App,2000.0,Closed,
5,Citizens Connect App,698468000.0,Closed,
12,Citizens Connect App,93406000.0,Closed,
12,Employee Generated,1000.0,Closed,
5,City Worker App,79560000.0,Closed,
3,Citizens Connect App,955735000.0,Closed,
19,Employee Generated,1000.0,Closed,
6,Citizens Connect App,137745000.0,Closed,
18,Employee Generated,2000.0,Closed,
8,Self Service,188492000.0,Closed,
19,Employee Generated,3000.0,Closed,
2,City Worker App,2000.0,Closed,
4,Citizens Connect App,106115000.0,Closed,
21,City Worker App,204000.0,Closed,
19,Employee Generated,1000.0,Closed,
12,Self Service,54991000.0,Closed,
9,City Worker App,2482000.0,Closed,
4,Self Service,513125000.0,Closed,
16,City Worker App,73890000.0,Closed,
11,Employee Generated,1000.0,Closed,
21,Employee Generated,1000.0,Closed,
3,Constituent Call,68128000.0,Closed,
18,Constituent Call,351680000.0,Closed,
3,Constituent Call,80933000.0,Closed,
19,Citizens Connect App,61473000.0,Closed,
7,City Worker App,1830000.0,Closed,
18,City Worker App,2000.0,Closed,
20,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
20,City Worker App,87956000.0,Closed,
8,Employee Generated,1584789000.0,Closed,
20,Employee Generated,1000.0,Closed,
16,Employee Generated,1000.0,Closed,
18,Employee Generated,2000.0,Closed,
22,Constituent Call,98501000.0,Closed,
11,Employee Generated,1000.0,Closed,
8,Citizens Connect App,20316000.0,Closed,
3,City Worker App,91620000.0,Closed,
5,Citizens Connect App,220607000.0,Closed,
6,City Worker App,11367000.0,Closed,
14,City Worker App,160155000.0,Closed,
5,City Worker App,1440000.0,Closed,
18,Employee Generated,1000.0,Closed,
11,Constituent Call,89791000.0,Closed,
18,Employee Generated,1000.0,Closed,
18,City Worker App,5245000.0,Closed,
10,Employee Generated,1000.0,Closed,
9,Employee Generated,1000.0,Closed,
20,Citizens Connect App,57437000.0,Closed,
18,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
15,City Worker App,77629000.0,Closed,
11,Employee Generated,1000.0,Closed,
21,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
15,Employee Generated,1000.0,Closed,
3,Citizens Connect App,601815000.0,Closed,
10,Citizens Connect App,9750000.0,Closed,
19,Employee Generated,1000.0,Closed,
3,Citizens Connect App,865806000.0,Closed,
14,City Worker App,693000.0,Closed,
8,City Worker App,17202000.0,Closed,
4,City Worker App,262685000.0,Closed,
12,City Worker App,5543000.0,Closed,
11,Constituent Call,22298000.0,Closed,
11,Employee Generated,1000.0,Closed,
6,Self Service,959426000.0,Closed,
3,City Worker App,240998000.0,Closed,
18,Employee Generated,1000.0,Closed,
18,City Worker App,13547000.0,Closed,
20,City Worker App,10000.0,Closed,
20,Constituent Call,67937000.0,Closed,
16,Constituent Call,3164000.0,Closed,
22,Constituent Call,10062000.0,Closed,
10,Employee Generated,1000.0,Closed,
15,Citizens Connect App,163418000.0,Closed,
14,Employee Generated,1000.0,Closed,
6,Citizens Connect App,100814000.0,Closed,
1,Employee Generated,1000.0,Closed,
11,Employee Generated,1000.0,Closed,
2,Citizens Connect App,10070000.0,Closed,
13,Constituent Call,343318000.0,Closed,
6,Citizens Connect App,17581000.0,Closed,
1,Employee Generated,1000.0,Closed,
18,City Worker App,3965000.0,Closed,
18,Constituent Call,12045000.0,Closed,
18,City Worker App,9378000.0,Closed,
15,Citizens Connect App,56202000.0,Closed,
21,City Worker App,2000.0,Closed,
1,City Worker App,168693000.0,Closed,
19,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
11,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
9,City Worker App,3000.0,Closed,
17,City Worker App,92323000.0,Closed,
18,Employee Generated,2000.0,Closed,
21,City Worker App,2000.0,Closed,
21,City Worker App,1000.0,Closed,
5,Citizens Connect App,56070000.0,Closed,
22,City Worker App,3000.0,Closed,
11,Employee Generated,1000.0,Closed,
21,City Worker App,7000.0,Closed,
20,Employee Generated,1000.0,Closed,
8,Employee Generated,1000.0,Closed,
19,City Worker App,33114000.0,Closed,
21,Constituent Call,180097000.0,Closed,
20,Citizens Connect App,515546000.0,Closed,
7,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
19,Citizens Connect App,10553802000.0,Closed,
18,Self Service,74707000.0,Closed,
16,Self Service,65714000.0,Closed,
17,City Worker App,14346000.0,Closed,
9,City Worker App,95274000.0,Closed,
9,City Worker App,91594000.0,Closed,
18,City Worker App,101644000.0,Closed,
9,Constituent Call,87451000.0,Closed,
21,Citizens Connect App,324036000.0,Closed,
2,City Worker App,6000.0,Closed,
18,Self Service,254580000.0,Closed,
3,Citizens Connect App,340420000.0,Closed,
1,Employee Generated,9000.0,Closed,
18,Constituent Call,81905000.0,Closed,
15,City Worker App,335541000.0,Closed,
14,City Worker App,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
18,City Worker App,9198000.0,Closed,
19,Citizens Connect App,3536843000.0,Closed,
3,Self Service,119128745000.0,Closed,
1,Employee Generated,1000.0,Closed,
8,Constituent Call,69042000.0,Closed,
16,Employee Generated,1000.0,Closed,
18,City Worker App,187524000.0,Closed,
19,Employee Generated,1000.0,Closed,
18,Citizens Connect App,325600000.0,Closed,
18,City Worker App,2000.0,Closed,
17,City Worker App,77625000.0,Closed,
16,Employee Generated,1000.0,Closed,
10,City Worker App,80138000.0,Closed,
11,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
9,Employee Generated,1000.0,Closed,
20,Self Service,14861488000.0,Closed,
3,City Worker App,73350000.0,Closed,
9,Constituent Call,3026000.0,Closed,
5,Citizens Connect App,166125000.0,Closed,
16,City Worker App,88579000.0,Closed,
16,City Worker App,161962000.0,Closed,
10,City Worker App,6000.0,Closed,
3,Employee Generated,1000.0,Closed,
2,City Worker App,8985000.0,Closed,
8,Employee Generated,1000.0,Closed,
9,Citizens Connect App,66242000.0,Closed,
1,City Worker App,429581000.0,Closed,
6,City Worker App,339339000.0,Closed,
3,Citizens Connect App,91685000.0,Closed,
19,Citizens Connect App,18717000.0,Closed,
20,Employee Generated,1000.0,Closed,
1,City Worker App,420918000.0,Closed,
1,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
18,City Worker App,3000.0,Closed,
17,Citizens Connect App,105655000.0,Closed,
3,City Worker App,102768000.0,Closed,
16,City Worker App,1735000.0,Closed,
13,City Worker App,502492000.0,Closed,
20,Employee Generated,1000.0,Closed,
21,City Worker App,86818000.0,Closed,
19,Citizens Connect App,106341000.0,Closed,
5,Citizens Connect App,1649547000.0,Closed,
2,City Worker App,441247000.0,Closed,
3,City Worker App,160675000.0,Closed,
4,Citizens Connect App,1458583000.0,Closed,
3,Citizens Connect App,3632279000.0,Closed,
2,City Worker App,2000.0,Closed,
14,City Worker App,69678000.0,Closed,
19,Employee Generated,3000.0,Closed,
12,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
22,City Worker App,2000.0,Closed,
4,Constituent Call,48568000.0,Closed,
1,Employee Generated,1000.0,Closed,
15,Employee Generated,1000.0,Closed,
5,Citizens Connect App,193174000.0,Closed,
19,Employee Generated,1000.0,Closed,
4,City Worker App,328546000.0,Closed,
7,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
22,Self Service,152268000.0,Closed,
20,City Worker App,2711000.0,Closed,
10,City Worker App,2692000.0,Closed,
10,City Worker App,89000.0,Closed,
5,Citizens Connect App,265411000.0,Closed,
17,City Worker App,1000.0,Closed,
15,City Worker App,3880000.0,Closed,
6,City Worker App,13000.0,Closed,
3,Citizens Connect App,71943000.0,Closed,
1,Employee Generated,1000.0,Closed,
8,Employee Generated,1000.0,Closed,
3,Constituent Call,350318000.0,Closed,
20,City Worker App,2000.0,Closed,
5,City Worker App,227000.0,Closed,
12,Employee Generated,1000.0,Closed,
11,Citizens Connect App,103835000.0,Closed,
8,Constituent Call,99989000.0,Closed,
11,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
4,City Worker App,2000.0,Closed,
1,Citizens Connect App,61982000.0,Closed,
1,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
3,Citizens Connect App,80439000.0,Closed,
21,Citizens Connect App,103535000.0,Closed,
19,Citizens Connect App,79649000.0,Closed,
3,Constituent Call,1359052000.0,Closed,
18,City Worker App,86822000.0,Closed,
3,Self Service,62115000.0,Closed,
1,Employee Generated,2000.0,Closed,
9,City Worker App,1000.0,Closed,
18,City Worker App,2000.0,Closed,
18,City Worker App,3024000.0,Closed,
9,Constituent Call,96412000.0,Closed,
14,Citizens Connect App,185409000.0,Closed,
2,Employee Generated,1000.0,Closed,
10,Constituent Call,232885000.0,Closed,
12,Constituent Call,265837000.0,Closed,
11,Employee Generated,1000.0,Closed,
8,Citizens Connect App,17212000.0,Closed,
2,City Worker App,70326000.0,Closed,
13,Employee Generated,1000.0,Closed,
9,City Worker App,2179000.0,Closed,
20,Citizens Connect App,2839000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
15,City Worker App,2490000.0,Closed,
6,Citizens Connect App,2362985000.0,Closed,
1,Employee Generated,1000.0,Closed,
3,City Worker App,416000.0,Closed,
19,Employee Generated,3000.0,Closed,
16,City Worker App,92875000.0,Closed,
18,City Worker App,75101000.0,Closed,
12,Employee Generated,1000.0,Closed,
21,City Worker App,2000.0,Closed,
12,Employee Generated,1000.0,Closed,
10,Citizens Connect App,89953000.0,Closed,
5,Constituent Call,61000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
3,Citizens Connect App,59438000.0,Closed,
18,Employee Generated,3000.0,Closed,
16,City Worker App,13335000.0,Closed,
10,Citizens Connect App,257442000.0,Closed,
3,Citizens Connect App,100907000.0,Closed,
3,Citizens Connect App,91825000.0,Closed,
8,City Worker App,23318000.0,Closed,
4,Constituent Call,2323992000.0,Closed,
14,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
21,Citizens Connect App,214853000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,Constituent Call,10768000.0,Closed,
20,City Worker App,9296000.0,Closed,
18,Constituent Call,261220000.0,Closed,
1,Employee Generated,1000.0,Closed,
18,City Worker App,2000.0,Closed,
21,City Worker App,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
4,Citizens Connect App,366670000.0,Closed,
21,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
5,Citizens Connect App,2156232000.0,Closed,
1,Employee Generated,1000.0,Closed,
17,City Worker App,6655000.0,Closed,
20,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
8,City Worker App,78762000.0,Closed,
5,Citizens Connect App,163624000.0,Closed,
8,Citizens Connect App,3626000.0,Closed,
4,Citizens Connect App,12246000.0,Closed,
22,City Worker App,3521000.0,Closed,
18,City Worker App,2000.0,Closed,
4,Self Service,4457694000.0,Closed,
6,Citizens Connect App,184548000.0,Closed,
18,City Worker App,1000.0,Closed,
11,Employee Generated,1000.0,Closed,
6,City Worker App,185174000.0,Closed,
10,Employee Generated,1000.0,Closed,
5,City Worker App,6000.0,Closed,
8,Employee Generated,2000.0,Closed,
11,City Worker App,17423000.0,Closed,
9,City Worker App,571000.0,Closed,
18,City Worker App,7834000.0,Closed,
5,Citizens Connect App,230897000.0,Closed,
19,Employee Generated,1000.0,Closed,
2,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
2,Constituent Call,354929000.0,Closed,
7,Employee Generated,1000.0,Closed,
8,Employee Generated,1000.0,Closed,
12,City Worker App,96316000.0,Closed,
19,City Worker App,16592000.0,Closed,
20,Employee Generated,1000.0,Closed,
10,City Worker App,4000.0,Closed,
1,Employee Generated,3000.0,Closed,
3,City Worker App,7000.0,Closed,
3,Employee Generated,1000.0,Closed,
3,Citizens Connect App,146238000.0,Closed,
21,City Worker App,2000.0,Closed,
21,City Worker App,5000.0,Closed,
22,Constituent Call,350354000.0,Closed,
14,Employee Generated,1000.0,Closed,
21,City Worker App,9000.0,Closed,
4,City Worker App,1000.0,Closed,
17,Self Service,85546000.0,Closed,
16,Citizens Connect App,142788000.0,Closed,
17,Employee Generated,1000.0,Closed,
8,Self Service,183611000.0,Closed,
11,Employee Generated,1000.0,Closed,
18,City Worker App,3539000.0,Closed,
18,City Worker App,1000.0,Closed,
3,Constituent Call,75548000.0,Closed,
18,City Worker App,3000.0,Closed,
6,City Worker App,91445000.0,Closed,
11,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
10,Employee Generated,606712000.0,Closed,
18,City Worker App,348673000.0,Closed,
20,City Worker App,11929000.0,Closed,
19,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
5,Self Service,4315241000.0,Closed,
6,Constituent Call,68121000.0,Closed,
18,City Worker App,4870000.0,Closed,
18,City Worker App,19623000.0,Closed,
20,Citizens Connect App,15702000.0,Closed,
15,Constituent Call,106484000.0,Closed,
20,Employee Generated,6000.0,Closed,
1,Employee Generated,1000.0,Closed,
5,Self Service,103553000.0,Closed,
20,Constituent Call,83565000.0,Closed,
14,Employee Generated,68840000.0,Closed,
4,Citizens Connect App,359958000.0,Closed,
1,Self Service,73458000.0,Closed,
16,City Worker App,157816000.0,Closed,
1,Employee Generated,1000.0,Closed,
5,Citizens Connect App,9794000.0,Closed,
18,Constituent Call,56061000.0,Closed,
18,City Worker App,77901000.0,Closed,
22,City Worker App,3000.0,Closed,
6,Citizens Connect App,193799000.0,Closed,
14,City Worker App,931000.0,Closed,
21,City Worker App,3000.0,Closed,
18,Employee Generated,1000.0,Closed,
8,City Worker App,8483000.0,Closed,
14,Citizens Connect App,499632000.0,Closed,
5,Citizens Connect App,385078000.0,Closed,
19,Employee Generated,1000.0,Closed,
10,Employee Generated,1000.0,Closed,
18,City Worker App,1000.0,Closed,
20,City Worker App,15772000.0,Closed,
16,Constituent Call,13008000.0,Closed,
